icao_code,iata_code,name,city,country,lat_decimal,lon_decimal,altitude
LICZ,NSY,SIGONELLA,SIGONELLA,ITALY,37.401,14.922,25
LIEA,AHO,ALGHERO,ALGHERO,ITALY,40.632,8.291,27
LIED,DCI,DECIMOMANNU,DECIMOMANNU,ITALY,39.354,8.972,31
LIEE,CAG,ELMAS,CAGLIARI,ITALY,39.251,9.054,4
LIEO,OLB,OLBIA COSTA SMERALDA,OLBIA,ITALY,40.899,9.518,12
LIET,TTB,TORTOLI,TORTOLI,ITALY,39.919,9.683,7
LIIB,N/A,ITALIAN MET OFFICE,ROME,ITALY,40.417,12.333,0
LIMA,N/A,AERITALIA,TURIN,ITALY,45.086,7.603,289
LIMB,N/A,BRESSO,MILANO,ITALY,45.54,9.202,148
LIMC,MXP,MALPENSA,MILANO,ITALY,45.631,8.728,234
LIME,BGY,BERGAMO ORIO AL SERIO,BERGAMO,ITALY,45.674,9.704,238
LIMF,TRN,TORINO,TORINO,ITALY,45.201,7.649,302
LIMG,ALL,ALBENGA,ALBENGA,ITALY,44.051,8.127,46
LIMJ,GOA,GENOVA SESTRI,GENOA,ITALY,44.412,8.842,4
LIML,LIN,LINATE,MILAN,ITALY,45.445,9.277,108
LIMN,N/A,CAMERI,CAMERI,ITALY,45.529,8.669,179
LIMP,PMF,PARMA,PARMA,ITALY,44.824,10.296,50
LIMS,QPZ,PIACENZA,PIACENZA,ITALY,44.913,9.723,139
LIMW,N/A,AOSTA,AOSTA,ITALY,45.738,7.368,547
LIMZ,CUF,LEVALDIGI,LEVALDIGI,ITALY,44.546,7.622,387
LIPA,AVB,AVIANO AB,AVIANO,ITALY,46.032,12.596,126
LIPB,BZO,BOLZANO,BOLZANO,ITALY,46.461,11.326,239
LIPC,N/A,CERVIA,CERVIA,ITALY,44.224,12.306,6
LIPE,BLQ,BOLOGNA,BOLOGNA,ITALY,44.534,11.29,38
LIPH,TSF,TREVISO,TREVISO,ITALY,45.649,12.195,18
LIPI,N/A,RIVOLTO,RIVOLTO,ITALY,45.981,13.054,57
LIPK,FRL,FORLI,FORLI,ITALY,44.195,12.07,30
LIPL,N/A,GHEDI,GHEDI,ITALY,45.432,10.268,102
LIPN,N/A,VERONA BOSCOMANTICO,VERONA,ITALY,45.472,10.928,88
LIPO,VBS,MONTICHIARI,MONTICHIARI,ITALY,45.429,10.331,109
LIPQ,TRS,RONCHI DEI LEGIONARI,RONCHI DE LEGIONARI,ITALY,45.828,13.466,12
LIPR,RMI,RIMINI,RIMINI,ITALY,44.02,12.612,13
LIPS,N/A,ISTRANA,TREVISO,ITALY,45.684,12.086,43
LIPT,VIC,VICENZA,VICENZA,ITALY,45.574,11.531,40
LIPU,QPA,PADOVA,PADOVA,ITALY,45.396,11.848,14
LIPX,VRN,VILLAFRANCA,VILLAFRANCA,ITALY,45.396,10.888,73
LIPZ,VCE,VENEZIA TESSERA,VENICE,ITALY,45.505,12.352,3
LIQS,SAY,AMPUGNANO,SIENA,ITALY,43.257,11.254,195
LIRA,CIA,CIAMPINO,ROME,ITALY,41.799,12.595,131
LIRE,N/A,PRATICA DI MARE,PRATICA DI MARE,ITALY,41.654,12.444,13
LIRF,FCO,FIUMICINO,ROME,ITALY,41.813,12.253,4
LIRG,N/A,GUIDONIA,GUIDONIA,ITALY,41.99,12.741,89
LIRI,N/A,PONTECAGNANO,SALERNO,ITALY,40.62,14.911,37
LIRJ,EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,10
LIRL,QLT,LATINA,LATINA,ITALY,41.542,12.909,29
LIRM,N/A,GRAZZANISE,GRAZZANISE,ITALY,41.061,14.082,9
LIRN,NAP,CAPODICHINO,NAPLES,ITALY,40.886,14.291,91
LIRP,PSA,PISA,PISA,ITALY,43.684,10.393,3
LIRQ,FLR,PERETOLA,FIRENZE,ITALY,43.81,11.205,44
LIRS,GRS,GROSSETO,GROSSETO,ITALY,42.761,11.072,5
LIRU,N/A,URBE,ROME,ITALY,41.952,12.499,18
LIRV,N/A,VITERBO,VITERBO,ITALY,42.43,12.064,303
LIRZ,PEG,PERUGIA,PERUGIA,ITALY,43.096,12.513,212
LJCE,N/A,CERKLJE,CERKLJE,SLOVENIA,45.9,15.53,156
LJLJ,LJU,LJUBLJANA,LJUBLIANA,SLOVENIA,46.224,14.457,389
LJMB,MBX,MARIBOR,MARIBOR,SLOVENIA,46.48,15.686,268
LJPZ,POW,PORTOROZ,PORTOROZ,SLOVENIA,45.473,13.615,3
LJSG,N/A,SLOVENJ GRADEC,SLOVENJ GRADEC,SLOVENIA,46.472,15.117,502
LKCS,N/A,CESKE BUDEJOVICE,CESKE BUDEJOVICE,CZECH REPUBLIC,48.946,14.427,432
LKCT,N/A,CHOTEBOR,CHOTEBOR,CZECH REPUBLIC,49.684,15.676,594
LKCV,N/A,CASLAV,CASLAV,CZECH REPUBLIC,49.939,15.382,243
LKHK,N/A,HRADEC KRALOVE,HRADEC KRALOVE,CZECH REPUBLIC,50.253,15.845,242
LKKB,N/A,KBELY,PRAHA,CZECH REPUBLIC,50.121,14.544,287
LKKU,N/A,KUNOVICE,KUNOVICE,CZECH REPUBLIC,49.029,17.44,178
LKKV,KLV,KARLOVY VARY,KARLOVY VARY,CZECH REPUBLIC,50.203,12.915,607
LKLN,N/A,LINE,LINE,CZECH REPUBLIC,49.675,13.274,363
LKMH,N/A,MNICHOVO HRADISTE,MNICHOVO HRADISTE,CZECH REPUBLIC,50.54,15.006,244
LKMT,OSR,MOSNOV,OSTRAVA,CZECH REPUBLIC,49.696,18.111,258
LKNA,N/A,NAMEST,NAMEST,CZECH REPUBLIC,49.166,16.125,473
LKPD,PED,PARDUBICE,PARDUBICE,CZECH REPUBLIC,50.013,15.739,226
LKPM,N/A,PRIBRAM,PRIBRAM,CZECH REPUBLIC,49.719,14.097,47
LKPO,PRV,PREROV,PREROV,CZECH REPUBLIC,49.426,17.405,207
LKPR,PRG,RUZYNE,PRAGUE,CZECH REPUBLIC,50.101,14.26,381
LKSO,N/A,SOBESLAV,SOBESLAV,CZECH REPUBLIC,49.245,14.714,407
LKTB,BRQ,TURANY,TURANY,CZECH REPUBLIC,49.151,16.694,237
LKVO,N/A,VODOCHODY,VODOCHODY,CZECH REPUBLIC,50.216,14.396,281
LLBG,TLV,BEN GURION,TEL-AVIV,ISRAEL,32.009,34.877,42
LLBS,BEV,TEYMAN,BEER-SHEBA,ISRAEL,31.287,34.723,200
LLEK,N/A,TEL NOV,TEL-NOF,ISRAEL,31.839,34.822,59
LLES,N/A,EYN SHEMER,EYN-SHEMER,ISRAEL,32.441,35.006,29
LLET,ETH,EILAT,ELAT,ISRAEL,29.561,34.96,13
LLEY,N/A,EN YAHAV,EYN-YAHAV,ISRAEL,30.623,35.202,-49
LLHA,HFA,HAIFA,HAIFA,ISRAEL,32.811,35.044,9
LLHS,N/A,HATZOR,HAZTOR,ISRAEL,31.762,34.727,46
LLIB,RPN,MAHANAIM I BEN YAAKOV,ROSH PINA,ISRAEL,32.981,35.572,282
LLJR,JRS,JERUSALEM/ATAROT,JERUSALEM,ISRAEL,31.867,35.217,232
LLLL,N/A,ARAD,TEL-AVIV FIR/CTA/UTA,ISRAEL,31.229,35.191,595
LLMG,N/A,MEGIDDO,MEGIDO AIRSTRIP,ISRAEL,32.599,35.228,61
LLMZ,MTZ,BAR YEHUDA,METZADA,ISRAEL,31.328,35.388,-385
LLNV,N/A,NEVATIM AB,NEVATIM,ISRAEL,31.208,35.012,406
LLOV,VDA,OVDA,OVDA,ISRAEL,29.94,34.936,455
LLRD,N/A,RAMAT DAVID,RAMAT DAVID,ISRAEL,32.66,35.182,57
LLRM,N/A,RAMON,RAMON,ISRAEL,30.776,34.667,649
LLSD,SDV,SDE DOV,TEL-AVIV,ISRAEL,32.114,34.782,14
LMML,MLA,LUQA,MALTA,MALTA,35.857,14.478,92
LMMM,N/A,MALTA ACC,MALTA ACC,MALTA,35.917,14.417,0
LOAN,N/A,WIENER NEUSTADT EAST,WIENER NEUSTADT OST,AUSTRIA,47.843,16.26,275
LOLW,N/A,WELS,WELS,AUSTRIA,48.183,14.041,318
LOWG,GRZ,GRAZ MIL/CIV,GRAZ,AUSTRIA,47.0,15.433,106
LOWI,INN,INNSBRUCK,INNSBRUCK,AUSTRIA,47.26,11.344,581
LOWK,KLU,KLAGENFURT(AUS-AFB),KLAGENFURT,AUSTRIA,46.65,14.333,138
LOWL,LNZ,HORSCHING INTERNATIONAL AIRPORT (AUS - AFB),LINZ,AUSTRIA,48.233,14.183,96
LOWM,N/A,VIENNA MET CENTER,VIENNA,AUSTRIA,48.0,16.5,0
LOWS,SZG,SALZBURG,SALZBURG,AUSTRIA,47.793,13.004,431
LOWW,VIE,SCHWECHAT,VIENNA,AUSTRIA,48.11,16.57,183
LOXG,N/A,GRAZ,GRAZ,AUSTRIA,46.991,15.439,340
LOXK,N/A,KLAGENFURT,KLAGENFURT,AUSTRIA,46.642,14.338,449
LOXL,N/A,LINZ,LINZ,AUSTRIA,48.233,14.188,299
LOXT,N/A,TULLN,LANGENLEBARN,AUSTRIA,48.321,16.112,176
LOXZ,N/A,ZELTWEG,ZELTWEG,AUSTRIA,47.203,14.744,677
LPAR,N/A,ALVERCA,ALVERCA,ACORES,38.883,-9.03,4
LPAZ,SMA,SANTA MARIA,SANTA MARIA (ISLAND),ACORES,36.971,-25.171,94
LPBG,BGC,BRAGANCA,BRAGANCA,ACORES,41.868,-6.712,684
LPBJ,N/A,BEJA,BEJA (MADEIRA),ACORES,38.079,-7.932,194
LPBR,N/A,BRAGA,BRAGA,ACORES,41.587,-8.445,76
LPCO,N/A,COIMBRA,COIMBA,ACORES,40.157,-8.47,179
LPCS,N/A,CASCAIS,CASCAIS,ACORES,38.725,-9.355,100
LPCV,N/A,COVILHA,COVILHA,ACORES,40.265,-7.48,480
LPEV,N/A,EVORA,EVORA,ACORES,38.533,-7.889,246
LPFL,FLW,FLORES,FLORES (FLORES ISL.),ACORES,39.455,-31.131,35
LPFR,FAO,FARO,FARO,ACORES,37.014,-7.966,8
LPGR,GRW,GRACIOSA,GRACIOSA ISLAND,ACORES,39.092,-28.03,27
LPHR,HOR,HORTA,HORTA,ACORES,38.52,-28.716,36
LPIN,N/A,ESPINHO,ESPINHO,PORTUGAL,40.974,-8.645,4
LPLA,TER,LAJES,LAJES (TERCEIRA ISLAND),ACORES,38.764,-27.093,55
LPMG,N/A,LISBON MET OFFICE,LISBON,PORTUGAL,38.717,-9.156,0
LPMR,N/A,MONTE REAL,MONTE REAL,ACORES,39.831,-8.887,57
LPMT,N/A,MONTIJO,MONTIJO,ACORES,38.704,-9.036,15
LPOV,N/A,OVAR,OVAR,PORTUGAL,40.916,-8.646,18
LPPD,PDL,PONTA DELGADA,PONTA DELGADA,ACORES,37.741,-25.698,79
LPPI,PIX,PICO,PICO,ACORES,38.554,-28.44,34
LPPM,N/A,PORTIMAO,PORTIMAO,ACORES,37.149,-8.584,2
LPPR,OPO,PORTO,PORTO,ACORES,41.248,-8.681,70
LPPS,PXO,PORTO SANTO,PORTO SANTO,MADEIRA,33.073,-16.35,104
LPPT,LIS,LISBOA,LISBON,PORTUGAL,38.781,-9.136,114
LPSJ,SJZ,SAO JORGE,SAO JORGE ISLAND,ACORES,38.665,-28.176,95
LPST,N/A,SINTRA,SINTRA,ACORES,38.831,-9.339,135
LPTN,N/A,TANCOS,TANCOS,ACORES,39.475,-8.364,82
LPVR,VRL,VILA REAL,VILA REAL,ACORES,41.274,-7.72,551
LPVZ,N/A,VISEU,VISEU,ACORES,40.725,-7.889,628
LQBK,N/A,BANJA LUKA,BANJA LUKA,BOSNIA-HERCEGOVINA,44.941,17.298,122
LQMO,OMO,MOSTAR,MOSTAR,BOSNIA-HERCEGOVINA,43.283,17.846,48
LQSA,SJJ,SARAJEVO,SARAJEVO,BOSNIA-HERCEGOVINA,43.824,18.331,521
LRAR,ARW,ARAD,ARAD,ROMANIA,46.176,21.262,108
LRBC,BCM,BACAU,BACAU,ROMANIA,46.522,26.91,186
LRBM,BAY,TAUTII MAGHERAUS,BAIA MARE,ROMANIA,47.658,23.47,185
LRBS,BBU,BANEASA,BUCHAREST,ROMANIA,44.503,26.102,91
LRCK,CND,MIHAIL KOGALNICEANU,CONSTANTA,ROMANIA,44.362,28.488,108
LRCL,CLJ,SOMESENI,CLUJ-NAPOCA,ROMANIA,46.785,23.686,316
LRCS,CSB,CARANSEBES,CARANSEBES,ROMANIA,45.42,22.253,264
LRCV,CRA,CRAIOVA,CRAIOVA,ROMANIA,44.318,23.889,191
LRIA,IAS,IASI,IASI,ROMANIA,47.179,27.62,122
LROD,OMR,ORADEA,ORADEA,ROMANIA,47.025,21.902,142
LROP,OTP,OTOPENI,BUCHAREST,ROMANIA,44.574,26.103,96
LRSB,SBZ,SIBIU,SIBIU,ROMANIA,45.786,24.091,456
LRSM,SUJ,SATU MARE,SATU MARE,ROMANIA,47.703,22.886,127
LRSV,SCV,SALCEA,SUCEAVA,ROMANIA,47.688,26.354,420
LRTC,TCE,CATALOI,TULCEA,ROMANIA,45.062,28.714,61
LRTM,TGM,VIDRASAU,TIRGU MURES,ROMANIA,46.468,24.412,294
LRTR,TSR,GIARMATA,TIMISOARA,ROMANIA,45.81,21.338,107
LSAZ,N/A,REICHENBACH,ZURICH AREA,SWITZERLAND,46.614,7.678,705
LSGC,N/A,LES EPLATURES,LES EPLATURES,SWITZERLAND,47.084,6.793,1026
LSGG,GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109,431
LSGK,N/A,SAANEN,SAANEN,SWITZERLAND,46.488,7.251,1008
LSGS,SIR,SION,SION,SWITZERLAND,46.219,7.327,482
LSMA,N/A,ALPNACH,ALPNACH,SWITZERLAND,46.944,8.284,446
LSMC,N/A,ULRICHEN,ULRICHEN,SWITZERLAND,46.501,8.296,1348
LSMD,N/A,DUBENDORF,DUBENDORF,SWITZERLAND,47.399,8.648,449
LSME,N/A,EMMEN,EMMEN,SWITZERLAND,47.092,8.305,427
LSMF,N/A,MOLLIS,MOLLIS,SWITZERLAND,47.079,9.065,453
LSMI,N/A,INTERLAKEN,INTERLAKEN,SWITZERLAND,46.676,7.879,577
LSMJ,N/A,TURTMANN,TURTMANN,SWITZERLAND,46.304,7.714,628
LSMM,N/A,MEIRINGEN,MEIRINGEN,SWITZERLAND,46.743,8.11,580
LSMN,N/A,RARON,RARON,SWITZERLAND,46.304,7.823,638
LSMP,N/A,PAYERNE,PAYERNE,SWITZERLAND,46.843,6.915,447
LSMU,N/A,BUOCHS AIRPORT,BUOCHS,SWITZERLAND,46.975,8.399,449
LSSW,N/A,ZURICH MET,ZURICH,SWITZERLAND,47.383,8.567,0
LSZA,LUG,LUGANO,LUGANO,SWITZERLAND,46.004,8.911,279
LSZB,BRN,BERN BELP,BERN,SWITZERLAND,46.914,7.497,510
LSZG,N/A,GRENCHEN,GRENCHEN,SWITZERLAND,47.181,7.417,431
LSZH,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,432
LSZR,ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,47.485,9.561,399
LSZS,SMV,SAMEDAN,SAMEDAN,SWITZERLAND,46.532,9.883,1707
LTAA,N/A,ANKARA ACC,ANKARA ACC/FIR/FIC,TURKEY,40.0,32.0,0
LTAB,N/A,GUVERCINLIK,ANKARA,TURKEY,39.935,32.741,822
LTAC,ESB,ESENBOGA,ANKARA,TURKEY,40.128,32.995,953
LTAD,ANK,ETIMESGUT,ANKARA,TURKEY,39.95,32.689,800
LTAE,N/A,AKINCI,ANKARA,TURKEY,40.079,32.566,843
LTAF,ADA,ADANA,ADANA,TURKEY,36.982,35.28,20
LTAG,ADA,INCIRLIK AB,ADANA,TURKEY,37.002,35.426,73
LTAH,AFY,AFYON,AFYON,TURKEY,38.726,30.601,1009
LTAI,AYT,ANTALYA,ANTALYA,TURKEY,36.901,30.792,54
LTAJ,GZT,OGUZELI,GAZIANTEP,TURKEY,36.948,37.479,706
LTAK,N/A,ISKENDERUN,ISKENDERUN,TURKEY,36.573,36.154,8
LTAL,N/A,KASTAMONU,KASTAMONU,TURKEY,41.314,33.796,1073
LTAN,KYA,KONYA,KONYA,TURKEY,37.979,32.562,1031
LTAP,MZH,MERZIFON,MERZIFON,TURKEY,40.829,35.522,545
LTAQ,SSX,SAMSUN AIRPORT,SAMSUN,TURKEY,41.276,36.304,160
LTAR,VAS,SIVAS,SIVAS,TURKEY,39.814,36.903,1596
LTAS,N/A,CAYCUMA,ZONGULDAK,TURKEY,41.516,32.1,2
LTAT,MLX,ERHAC,MALATYA,TURKEY,38.436,38.092,862
LTAU,ASR,ERKILET,KAYSERI,TURKEY,38.77,35.495,1069
LTAV,N/A,SIVRIHISAR,SIVRIHISAR,TURKEY,39.451,31.365,971
LTAW,N/A,TOKAT,TOKAT,TURKEY,40.305,36.368,559
LTAX,N/A,ERDEMIR,EREGLI,TURKEY,41.254,31.415,5
LTAY,DNZ,CARDAK,DENIZLI,TURKEY,37.785,29.701,852
LTAZ,N/A,KAPADOKYA,NEVSEHIR,TURKEY,38.772,34.534,945
LTBA,IST,ATATURK,ISTANBUL,TURKEY,40.977,28.821,50
LTBD,N/A,CILDIR,AYDIN,TURKEY,37.816,27.886,32
LTBE,BTZ,BURSA,BURSA,TURKEY,40.232,29.009,101
LTBF,BZI,BALIKESIR,BALIKESIR,TURKEY,39.619,27.925,101
LTBG,BDM,BANDIRMA,BANDIRMA,TURKEY,40.318,27.977,51
LTBH,N/A,CANAKKALE,CANAKKALE,TURKEY,40.138,26.427,8
LTBI,ESK,ESKISEHIR,ESKISEHIR,TURKEY,39.784,30.582,787
LTBJ,ADB,ADNAN MENDERES,IZMIR,TURKEY,38.292,27.157,126
LTBK,N/A,GAZIEMIR,IZMIR,TURKEY,38.319,27.16,132
LTBL,IGL,CIGLI,IZMIR,TURKEY,38.513,27.01,6
LTBM,N/A,ISPARTA,ISPARTA,TURKEY,37.785,30.582,991
LTBN,N/A,KUTAHYA,KUTAHYA,TURKEY,39.427,30.016,921
LTBO,N/A,USAK,USAK,TURKEY,38.681,29.471,884
LTBP,N/A,YALOVA,YALOVA,TURKEY,40.683,29.379,2
LTBQ,N/A,TOPEL,TOPEL,TURKEY,40.735,30.083,56
LTBR,N/A,YENISEHIR,YENISEHIR,TURKEY,40.255,29.563,233
LTBS,DLM,DALAMAN,DALAMAN,TURKEY,36.713,28.793,7
LTBT,N/A,AKHISAR,AKHISAR,TURKEY,38.809,27.834,75
LTBU,N/A,CORLU,CORLU,TURKEY,41.138,27.919,175
LTBX,N/A,SAMANDIRA,ISTANBUL,TURKEY,40.993,29.216,122
LTBY,N/A,ANADOLU,ESKISSEHIR,TURKEY,39.81,30.519,790
LTCA,EZS,ELAZIG,ELAZIG,TURKEY,38.607,39.291,893
LTCC,DIY,DIYARBAKIR,DIYABAKIR,TURKEY,37.894,40.201,687
LTCD,ERC,ERZINCAN,ERZINCAN,TURKEY,39.71,39.526,1154
LTCE,ERZ,ERZURUM,ERZURUM,TURKEY,39.956,41.17,1757
LTCF,N/A,KARS,KARS,TURKEY,40.562,43.115,1795
LTCG,TZX,TRABZON,TRABZON,TURKEY,40.995,39.79,32
LTCH,N/A,SANLIURFA,SANLIURFA,TURKEY,37.092,38.846,453
LTCI,VAN,VAN,VAN,TURKEY,38.468,43.332,1669
LTCJ,BAL,BATMAN,BATMAN,TURKEY,37.929,41.116,556
LTCK,N/A,MUS,MUS,TURKEY,38.754,41.661,1268
LTCL,N/A,SIIRT,SIIRT,TURKEY,37.979,41.84,610
LTCM,N/A,SINOP,NINIOP,TURKEY,42.019,35.079,8
LTFA,N/A,KAKLIC,IZMIR,TURKEY,38.517,26.977,5
LTFB,N/A,EFES,IZMIR,TURKEY,37.951,27.329,4
LUBL,N/A,BALTI,SALTSY,MOLDOVA,47.838,27.781,232
LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,MOLDOVA,46.928,28.931,122
LWOH,OHD,OHRID,OHRID,FORMER MACEDONIA,41.18,20.742,706
LWSK,SKP,SKOPJE,SKOPJE,FORMER MACEDONIA,41.961,21.621,239
LXGB,GIB,GIBRALTAR,GIBRALTAR,GIBRALTAR,36.151,-5.349,5
LYBE,BEG,BEOGRAD,BEOGRAD,YUGOSLAVIA,44.818,20.309,103
LYPG,TGD,PODGORICA,PODGORICA,YUGOSLAVIA,42.359,19.252,37
LYPR,PRN,PRISTINA,PRISTINA,YUGOSLAVIA,42.573,21.036,546
LYTV,TIV,TIVAT,TIVAT,YUGOSLAVIA,42.404,18.723,7
LYVR,N/A,VRSAC,VRSAC,YUGOSLAVIA,45.147,21.31,85
LZIB,BTS,M R STEFANIK,BRATISLAVA,SLOVAKIA,48.17,17.212,133
LZKZ,KSC,KOSICE,KOSICE,SLOVAKIA,48.663,21.241,231
LZMC,N/A,MALACKY,MALACKY,SLOVAKIA,48.402,17.118,207
LZPP,PZY,PIESTANY,PIESTANY,SLOVAKIA,48.625,17.828,167
LZSL,SLD,SLIAC,SLIAC,SLOVAKIA,48.638,19.134,318
LZTN,N/A,TRENCIN,TRENCIN,SLOVAKIA,48.865,17.992,207
LZTT,TAT,TATRY,POPRAD,SLOVAKIA,49.073,20.241,719
LZZI,N/A,ZILINA,ZILINA,SLOVAKIA,49.232,18.614,311
MBNC,NCA,NORTH CAICOS,NORTH CAICOS,TURKS & CAICOS I.,21.917,-71.939,4
MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,21.774,-72.266,5
MBSC,XSC,SOUTH CAICOS,SOUTH CAICOS,TURKS & CAICOS I.,21.516,-71.528,2
MDAB,N/A,ARROYO BARRIL,SAMANA,DOMINICAN REPUBLIC,19.199,-69.43,36
MDBH,BRX,MARIA MONTEZ INTERNATIONAL,BARAHONA,DOMINICAN REPUBLIC,18.251,-71.12,4
MDCR,N/A,CABO ROJO,CABO ROJO,DOMINICAN REPUBLIC,17.929,-71.645,11
MDCZ,N/A,CONSTANZA,CONSTANZA,DOMINICAN REPUBLIC,18.908,-70.72,1076
MDHE,HEX,HERRERA INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18.471,-69.969,61
MDLR,LRM,LA ROMANA INTERNATIONAL,LA ROMANA,DOMINICAN REPUBLIC,18.452,-68.912,71
MDPC,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,DOMINICAN REPUBLIC,18.567,-68.363,13
MDPP,POP,GREGORIO LUPERON INTERNATIONAL,PUERTO PLATA,DOMINICAN REPUBLIC,19.757,-70.57,5
MDSD,SDQ,LAS AMERICAS INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18.429,-69.669,18
MDSI,N/A,SAN ISIDRO AB,SAN ISIDORO,DOMINICAN REPUBLIC,18.504,-69.762,34
MDST,STI,CIBAO INTERNATIONAL,SANTIAGO,DOMINICAN REPUBLIC,19.409,-70.616,173
MGBN,N/A,BANANERA,BANANERA,GUATEMALA,15.473,-88.837,40
MGCB,CBV,COBAN,COBAN,GUATEMALA,15.469,-90.407,1323
MGGT,GUA,LA AURORA,GUATEMALA CITY,GUATEMALA,14.583,-90.528,1510
MGPB,N/A,PUERTO BARRIOS,PUERTO BARRIOS,GUATEMALA,15.731,-88.584,11
MGPP,N/A,POPTUN,POPTUN,GUATEMALA,16.326,-89.417,55
MGQZ,N/A,QUEZALTENANGO,QUEZALTENANGO,GUATEMALA,14.865,-91.502,2372
MGRT,N/A,RETALHULEU,RETALHULEU,ARGENTINA,14.521,-91.697,200
MGSJ,N/A,SAN JOSE,SAN JOSE,GUATEMALA,13.936,-90.836,9
MHIC,N/A,ISLAS DEL CISNE,ISLAS DEL CISNE,HONDURAS,17.407,-83.933,3
MHLC,LCE,GOLOSON INTERNATIONAL,LA CEIBA,HONDURAS,15.742,-86.853,15
MHLM,SAP,LA MESA INTERNATIONAL,SAN PEDRO SULA,HONDURAS,15.452,-87.923,28
MHNJ,GJA,GUANAJA,GUANAJA,HONDURAS,16.445,-85.906,11
MHPL,PEU,PUERTO LEMPIRA,PUERTO LEMPIRA,HONDURAS,15.261,-83.781,8
MHRO,RTB,ROATAN,ROATAN,HONDURAS,16.317,-86.522,6
MHTE,TEA,TELA,TELA,HONDURAS,15.776,-87.476,3
MHTG,TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,HONDURAS,14.061,-87.217,1005
MHTJ,N/A,TRUJILLO,TRUJILLO,HONDURAS,15.927,-85.938,4
MKBS,OCJ,BOSCOBEL,OCHO RIOS,JAMAICA,18.404,-76.969,28
MKJP,KIN,NORMAN MANLEY INTERNATIONAL,KINGSTON,JAMAICA,17.936,-76.787,4
MKJS,MBJ,SANGSTER INTERNATIONAL,MONTEGO BAY,JAMAICA,18.504,-77.913,2
MKKJ,POT,KEN JONES,PORT ANTONIO,JAMAICA,18.199,-76.534,7
MKTP,KTP,TINSON PEN,KINGSTON,JAMAICA,17.988,-76.824,5
MMAA,ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,ACAPULCO,MEXICO,16.757,-99.753,5
MMAN,NTR,DEL NORTE INTERNATIONAL,MONTERREY,MEXICO,25.866,-100.237,449
MMAS,AGU,JESUS TERAN INTERNATIONAL,AGUASCALIENTES,MEXICO,21.705,-102.318,1863
MMBT,HUX,BAHIAS DE HUATULCO INTERNATIONAL,BAHIAS DEHUATULCO,MEXICO,15.775,-96.261,143
MMCB,CVJ,CUERNAVACA,CUERNAVACA,MEXICO,18.835,-99.262,1300
MMCC,N/A,CIUDAD ACUNA INTERNATIONAL,CIUDAD ACUNA,BRAZIL,29.332,-100.981,296
MMCE,CME,CIUDAD DEL CARMEN INTERNATIONAL,CIUDAD DEL CARMEN,MEXICO,18.654,-91.799,4
MMCG,N/A,NUEVO CASAS GRANDES,NUEVO CASAS GRANDES,MEXICO,30.397,-107.875,1479
MMCH,N/A,CHILPANCINGO,CHILPANCINGO,MEXICO,17.574,-99.514,1280
MMCL,CUL,CULIACAN INTERNATIONAL,CULIACAN,MEXICO,24.764,-107.474,33
MMCM,CTM,CHETUMAL INTERNATIONAL,CHETUMAL,MEXICO,18.504,-88.327,15
MMCN,CEN,CIUDAD OBREGON INTERNATIONAL,CIUDAD OBREGON,MEXICO,27.392,-109.833,75
MMCP,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,CAMPECHE,MEXICO,19.817,-90.5,10
MMCS,CJS,ABRAHAM GONZALEZ INTERNATIONAL,CIUDAD JUAREZ,MEXICO,31.636,-106.429,1172
MMCU,CUU,GENERAL R FIERRO VILLALOBOS INTERNATIONAL,CHIHUAHUA,MEXICO,28.703,-105.964,1361
MMCV,CVM,CIUDAD VICTORIA,CIUDAD VICTORIA,MEXICO,23.704,-98.956,239
MMCY,N/A,CELAYA,CELAYA,MEXICO,20.546,-100.886,1741
MMCZ,CZM,COZUMEL INTERNATIONAL,COZUMEL,MEXICO,20.522,-86.926,5
MMDM,MMC,CIUDAD MANTE,CIUDAD MANTE,MEXICO,22.74,-99.018,104
MMDO,DGO,DURANGO INTERNATIONAL,DURANGO,MEXICO,24.124,-104.528,1860
MMEP,TPQ,TEPIC,TEPIC,MEXICO,21.419,-104.843,919
MMES,ESE,GENERAL ALBERTO L SALINAS C INTERNATIONAL,ENSENADA,MEXICO,31.795,-116.602,21
MMGL,GDL,DON MIGUEL Y HIDALGO INTERNATIONAL,GUADALAJARA,MEXICO,20.522,-103.311,1528
MMGM,GYM,GENERAL JOSE MARIA YANEZ INTERNATIONAL,GUAYMAS,MEXICO,27.969,-110.925,28
MMHC,TCN,TEHUACAN,TEHUACAN,MEXICO,18.497,-97.42,1680
